Rank,Platform,Year,Genre,Publisher,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Bin_Global_Sales
11561,PSP,2007,Puzzle,Mumbo Jumbo,7 Wonders of the Ancient World,0.07,0.0,0.0,0.01,0.08,0.0
11562,DS,2008,Sports,Konami Digital Entertainment,New International Track & Field,0.07,0.0,0.0,0.01,0.08,0.0
11563,XB,2004,Action,Codemasters,Indycar Series 2005,0.06,0.02,0.0,0.0,0.08,0.0
11564,PS2,2007,Role-Playing,Square Enix,Final Fantasy XI: Vana'diel Collection 2008,0.03,0.03,0.01,0.01,0.08,0.0
11565,Wii,2008,Adventure,Konami Digital Entertainment,Lost in Blue: Shipwrecked,0.07,0.0,0.0,0.01,0.08,0.0
11566,X360,2016,Sports,Electronic Arts,Madden NFL 17,0.06,0.01,0.0,0.01,0.08,0.0
11567,GC,2002,Platform,Atari,Taz Wanted,0.06,0.02,0.0,0.0,0.08,0.0
11568,X360,2014,Action,Activision,The Voice,0.07,0.0,0.0,0.01,0.08,0.0
11569,Wii,2008,Racing,Takara Tomy,Penny Racers Party: Turbo-Q Speedway,0.07,0.0,0.0,0.01,0.08,0.0
11570,PS,2001,Sports,Banpresto,Skydiving Extreme,0.04,0.03,0.0,0.01,0.08,0.0
11571,XB,2005,Action,THQ,Evil Dead: Regeneration,0.06,0.02,0.0,0.0,0.08,0.0
11572,PC,2008,Racing,Electronic Arts,Need For Speed: Undercover,0.0,0.07,0.0,0.01,0.08,0.0
11573,DS,2009,Simulation,Deep Silver,Dreamer Series: Shop Owner,0.07,0.0,0.0,0.01,0.08,0.0
11574,GC,2002,Role-Playing,Ubisoft,Evolution Worlds,0.06,0.02,0.0,0.0,0.08,0.0
11576,PS3,2014,Adventure,Focus Home Interactive,Sherlock Holmes: Crimes & Punishments,0.03,0.04,0.0,0.01,0.08,0.0
11577,DS,2009,Misc,Majesco Entertainment,Drama Queens,0.07,0.0,0.0,0.01,0.08,0.0
11578,DS,2010,Misc,Disney Interactive Studios,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,0.0,0.0,0.08,0.0,0.08,0.0
11579,PS2,2010,Sports,Activision,Rapala Pro Bass Fishing 2010,0.04,0.03,0.0,0.01,0.08,0.0
11580,Wii,2010,Misc,Mindscape,My First Songs,0.0,0.07,0.0,0.01,0.08,0.0
11581,PSP,2013,Role-Playing,Aqua Plus,Dungeon Travelers 2: The Royal Library & The Monster Seal,0.0,0.0,0.08,0.0,0.08,0.0
11582,Wii,2009,Misc,Konami Digital Entertainment,Ultimate Party Challenge,0.07,0.0,0.0,0.01,0.08,0.0
11583,PS4,2016,Action,Ubisoft,Assassin's Creed Chronicles,0.01,0.05,0.01,0.01,0.08,0.0
11584,PSP,2006,Adventure,THQ,Scooby-Doo! Who's Watching Who?,0.07,0.01,0.0,0.01,0.08,0.0
11585,PS2,2002,Simulation,Metro 3D,Sub Rebellion,0.04,0.03,0.0,0.01,0.08,0.0
11586,PS3,2010,Action,Warner Bros. Interactive Entertainment,Legend of the Guardians: The Owls of Ga'Hoole,0.06,0.01,0.0,0.01,0.08,0.0
11587,PS,1995,Sports,Time Warner Interactive,Striker 96,0.04,0.03,0.0,0.01,0.08,0.0
11588,PSP,2009,Adventure,Konami Digital Entertainment,Tokimeki Memorial 4,0.0,0.0,0.08,0.0,0.08,0.0
11589,PSP,2007,Fighting,Sony Computer Entertainment,Bleach: Heat the Soul 4,0.0,0.0,0.08,0.0,0.08,0.0
11590,GBA,2004,Misc,Agatsuma Entertainment,Pocket Dogs,0.06,0.02,0.0,0.0,0.08,0.0
11591,PS,1998,Shooter,Banpresto,Real Robots Final Attack,0.0,0.0,0.07,0.01,0.08,0.0
11592,PC,2015,Adventure,Mojang,Minecraft: Story Mode,0.02,0.05,0.0,0.01,0.08,0.0
11593,GC,2003,Shooter,Capcom,P.N.03 - Product Number Three,0.06,0.02,0.0,0.0,0.08,0.0
11594,X360,2006,Action,Tecmo Koei,Samurai Warriors 2,0.07,0.01,0.0,0.01,0.08,0.0
11596,PS2,2004,Misc,Sony Computer Entertainment,Ape Escape: Pumped & Primed,0.04,0.03,0.0,0.01,0.08,0.0
11597,PSP,2007,Role-Playing,Sega,Alien Syndrome,0.07,0.0,0.0,0.01,0.08,0.0
11598,DS,2005,Racing,Majesco Entertainment,Monster Trucks DS,0.07,0.0,0.0,0.01,0.08,0.0
11599,DS,2011,Strategy,Tecmo Koei,FabStyle,0.0,0.0,0.08,0.0,0.08,0.0
11600,PS2,2005,Sports,Global Star,Outlaw Tennis,0.04,0.03,0.0,0.01,0.08,0.0
11601,PS3,2011,Misc,505 Games,Grease Dance,0.05,0.02,0.0,0.01,0.08,0.0
11602,PS4,2014,Sports,Unknown,The Golf Club,0.05,0.02,0.0,0.01,0.08,0.0
11603,DS,2008,Simulation,Eidos Interactive,Mission Runway,0.07,0.01,0.0,0.01,0.08,0.0
11604,Wii,2008,Adventure,The Adventure Company,Agatha Christie: And Then There Were None,0.06,0.01,0.0,0.01,0.08,0.0
11605,PC,2012,Platform,Ubisoft,Rayman Origins,0.0,0.06,0.0,0.01,0.08,0.0
11606,3DS,2013,Role-Playing,Rocket Company,Medabots Dual: Kabuto / Kuwagata,0.0,0.0,0.08,0.0,0.08,0.0
11607,Wii,2011,Misc,Nordic Games,We Sing Rock!,0.0,0.07,0.0,0.01,0.08,0.0
11608,GBA,2002,Sports,Electronic Arts,LEGO Soccer Mania,0.06,0.02,0.0,0.0,0.08,0.0
11609,Wii,2010,Shooter,Sega,Gunblade NY & L.A. Machineguns Arcade Hits Pack,0.06,0.01,0.0,0.01,0.08,0.0
11610,DS,2010,Role-Playing,Majesco Entertainment,Dawn of Heroes,0.07,0.0,0.0,0.0,0.08,0.0
11611,DS,2009,Simulation,Ubisoft,Imagine: My Restaurant,0.0,0.07,0.0,0.01,0.08,0.0
11612,PS2,2000,Racing,Midas Interactive Entertainment,Gadget Racers,0.04,0.03,0.0,0.01,0.08,0.0
11613,GC,2003,Role-Playing,Sega,Phantasy Star Online Episode III: C.A.R.D. Revolution,0.06,0.02,0.0,0.0,0.08,0.0
11614,DS,2008,Adventure,Square Enix,Nanashi no Game,0.0,0.0,0.08,0.0,0.08,0.0
11615,PSP,2010,Fighting,Sony Computer Entertainment,Bleach: Heat the Soul 7,0.0,0.0,0.08,0.0,0.08,0.0
11616,Wii,2007,Misc,Ubisoft,Cosmic Family,0.07,0.0,0.0,0.01,0.08,0.0
11617,DS,2005,Puzzle,Zoo Digital Publishing,Whac-A-Mole,0.07,0.0,0.0,0.01,0.08,0.0
11618,PS,1998,Action,Electronic Arts,Auto Destruct,0.04,0.03,0.0,0.01,0.08,0.0
11619,DS,2008,Sports,Atari,Backyard NFL Football '09,0.07,0.0,0.0,0.01,0.08,0.0
11620,3DS,2016,Action,505 Games,Terraria,0.0,0.03,0.04,0.0,0.08,0.0
11621,SAT,1995,Strategy,Sega,GOTHA: Ismailia Seneki,0.0,0.0,0.08,0.0,0.08,0.0
11622,3DS,2012,Action,Namco Bandai Games,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,0.0,0.0,0.08,0.0,0.08,0.0
11623,PS3,2009,Sports,Take-Two Interactive,MLB Front Office Manager,0.07,0.0,0.0,0.01,0.08,0.0
11624,GC,2002,Fighting,Ubisoft,Ultimate Fighting Championship: Throwdown,0.06,0.02,0.0,0.0,0.08,0.0
11625,SAT,1998,Adventure,Sega,Deep Fear,0.0,0.0,0.08,0.0,0.08,0.0
11626,PS,1996,Platform,Virgin Interactive,Skeleton Warriors,0.04,0.03,0.0,0.01,0.08,0.0
11627,XB,2005,Racing,Global Star,Ford vs. Chevy,0.06,0.02,0.0,0.0,0.08,0.0
11628,PS2,2002,Shooter,Empire Interactive,Endgame,0.04,0.03,0.0,0.01,0.08,0.0
11629,PS4,2015,Role-Playing,Capcom,Dragon's Dogma Online,0.0,0.0,0.08,0.0,0.08,0.0
11630,XB,2004,Racing,Ubisoft,The Dukes of Hazzard: Return of the General Lee,0.06,0.02,0.0,0.0,0.08,0.0
11631,PSP,2010,Role-Playing,Nippon Ichi Software,Criminal Girls: Invite Only,0.0,0.0,0.08,0.0,0.08,0.0
11632,Wii,2009,Sports,Zoo Digital Publishing,Ultimate Duck Hunting,0.07,0.0,0.0,0.01,0.08,0.0
11633,SAT,1997,Shooter,Hudson Soft,Virus,0.0,0.0,0.08,0.0,0.08,0.0
11634,Wii,2009,Sports,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu Next,0.0,0.0,0.08,0.0,0.08,0.0
11635,GC,2003,Racing,THQ,WWE Crush Hour,0.06,0.02,0.0,0.0,0.08,0.0
11636,DS,2011,Action,DTP Entertainment,Emily the Strange: Strangerous,0.04,0.03,0.0,0.01,0.08,0.0
11637,Wii,2009,Action,Playlogic Game Factory,Aliens in the Attic,0.07,0.0,0.0,0.01,0.08,0.0
11638,PS2,2007,Role-Playing,Flight-Plan,Dragon Shadow Spell,0.0,0.0,0.08,0.0,0.08,0.0
11639,DS,2010,Action,THQ,Daniel X: The Ultimate Power,0.07,0.0,0.0,0.01,0.08,0.0
11640,SNES,1996,Misc,ASCII Entertainment,Sound Novel Tsukuru,0.0,0.0,0.08,0.0,0.08,0.0
11641,DS,2005,Misc,505 Games,World Championship Poker: Deluxe Series,0.07,0.0,0.0,0.01,0.08,0.0
11642,GEN,1994,Role-Playing,Sega,Dragon Slayer: The Legend of Heroes,0.0,0.0,0.08,0.0,0.08,0.0
11643,GC,2002,Sports,Midway Games,NHL Hitz 20-03,0.06,0.02,0.0,0.0,0.08,0.0
11644,GC,2002,Misc,Hudson Soft,Momotarou Dentetsu 11,0.0,0.0,0.07,0.0,0.08,0.0
11645,X360,2007,Simulation,Namco Bandai Games,The Idolm@ster,0.0,0.0,0.08,0.0,0.08,0.0
11646,X360,2009,Shooter,Playlogic Game Factory,Infernal: Hell's Vengeance,0.06,0.01,0.0,0.01,0.08,0.0
11647,PS2,2006,Fighting,Sammy Corporation,Guilty Gear XX Slash,0.0,0.0,0.08,0.0,0.08,0.0
11648,DS,2009,Simulation,505 Games,Salon Superstar,0.07,0.0,0.0,0.0,0.08,0.0
11649,PS2,2005,Action,Namco Bandai Games,Urban Reign,0.04,0.03,0.0,0.01,0.08,0.0
11650,PS2,2009,Misc,Namco Bandai Games,Super Robot Taisen Z Special Disc,0.0,0.0,0.08,0.0,0.08,0.0
11651,SAT,1998,Role-Playing,Kadokawa Shoten,Slayers Royal 2,0.0,0.0,0.08,0.0,0.08,0.0
11652,X360,2011,Misc,Electronic Arts,Family Game Night 4: The Game Show,0.07,0.0,0.0,0.01,0.08,0.0
11653,GC,2003,Action,Capcom,Resident Evil 3: Nemesis,0.06,0.02,0.0,0.0,0.08,0.0
11654,GC,2003,Sports,Acclaim Entertainment,All-Star Baseball 2004,0.06,0.02,0.0,0.0,0.08,0.0
11655,GC,2007,Sports,Electronic Arts,Madden NFL 08,0.06,0.02,0.0,0.0,0.08,0.0
11656,PSP,2011,Adventure,Kadokawa Shoten,Ro-Kyu-Bu!,0.0,0.0,0.08,0.0,0.08,0.0
11657,XB,2002,Platform,Konami Digital Entertainment,Frogger Beyond,0.06,0.02,0.0,0.0,0.08,0.0
11658,Wii,2011,Action,Crave Entertainment,Man vs. Wild,0.07,0.0,0.0,0.0,0.08,0.0
11659,DS,2007,Fighting,Takara Tomy,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,0.0,0.0,0.08,0.0,0.08,0.0
11660,PS2,2005,Platform,Sony Computer Entertainment,Stuart Little 3: Big Photo Adventure,0.04,0.03,0.0,0.01,0.08,0.0
11661,PS2,2009,Misc,Take-Two Interactive,"Ni Hao, Kai-lan: Super Game Day",0.04,0.03,0.0,0.01,0.08,0.0
11662,DS,2008,Fighting,Takara Tomy,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,0.0,0.0,0.08,0.0,0.08,0.0
11663,DS,2010,Sports,Namco Bandai Games,Pro Yakyuu Famista DS 2010,0.0,0.0,0.08,0.0,0.08,0.0
11664,PS2,2006,Sports,Namco Bandai Games,Captain Tsubasa,0.0,0.0,0.08,0.0,0.08,0.0
11665,GC,2004,Platform,Activision,Pitfall: The Lost Expedition,0.06,0.02,0.0,0.0,0.08,0.0
11666,PC,2004,Racing,Electronic Arts,Need for Speed Underground 2,0.0,0.06,0.0,0.01,0.08,0.0
11667,PS,1998,Misc,JVC,No One Can Stop Mr. Domino!,0.04,0.03,0.0,0.0,0.08,0.0
11668,X360,2010,Action,Warner Bros. Interactive Entertainment,Legend of the Guardians: The Owls of Ga'Hoole,0.06,0.01,0.0,0.01,0.08,0.0
11669,GBA,2002,Racing,THQ,GT Advance 3: Pro Concept Racing,0.05,0.02,0.0,0.0,0.08,0.0
11670,PSP,2005,Puzzle,D3Publisher,PQ: Practical Intelligence Quotient,0.07,0.0,0.0,0.01,0.08,0.0
11671,PS,2000,Shooter,Atari,Duke Nukem: Land of the Babes,0.04,0.03,0.0,0.0,0.08,0.0
11672,SNES,1994,Role-Playing,Atlus,Majin Tensei,0.0,0.0,0.08,0.0,0.08,0.0
11673,SAT,1998,Strategy,Sega,Dragon Force II: Kamisarishi Daichi ni,0.0,0.0,0.08,0.0,0.08,0.0
11674,PSP,2005,Platform,Namco Bandai Games,Pac-Man World 3,0.07,0.0,0.0,0.01,0.08,0.0
11675,PS,1998,Action,Take-Two Interactive,Monkey Hero,0.04,0.03,0.0,0.0,0.08,0.0
11676,DS,2008,Action,Success,Tokyo Beat Down,0.07,0.0,0.0,0.01,0.08,0.0
11677,PS,1995,Simulation,Psygnosis,Krazy Ivan,0.04,0.03,0.0,0.0,0.08,0.0
11678,PC,2012,Racing,Electronic Arts,Need for Speed: Most Wanted,0.0,0.06,0.0,0.02,0.08,0.0
11679,SAT,1995,Strategy,Glams,Quo Vadis,0.0,0.0,0.08,0.0,0.08,0.0
11680,PC,2004,Strategy,Electronic Arts,The Lord of the Rings: The Battle for Middle-Earth,0.01,0.06,0.0,0.01,0.08,0.0
11681,DS,2008,Action,Square Enix,The Legend of Kage 2,0.07,0.0,0.0,0.0,0.08,0.0
11682,PSP,2007,Fighting,Capcom,Fate/Tiger Colosseum,0.0,0.0,0.08,0.0,0.08,0.0
11683,Wii,2009,Misc,505 Games,World Party Games,0.07,0.0,0.0,0.01,0.08,0.0
11684,3DS,2014,Action,Tecmo Koei,Samurai Warriors Chronicles 3,0.0,0.0,0.08,0.0,0.08,0.0
11685,PSP,2006,Platform,Ubisoft,Open Season,0.07,0.0,0.0,0.01,0.08,0.0
11686,Wii,2009,Adventure,Natsume,Animal Kingdom: Wildlife Expedition,0.07,0.0,0.0,0.01,0.08,0.0
11687,PS3,2012,Shooter,Ubisoft,Brothers in Arms: Furious 4,0.01,0.05,0.0,0.02,0.08,0.0
11688,Wii,2009,Shooter,Reef Entertainment,Rogue Trooper: Quartz Zone Massacre,0.07,0.0,0.0,0.01,0.08,0.0
11689,GBA,2005,Role-Playing,Atari,Dragon Ball Z: The Legacy of Goku I & II,0.05,0.02,0.0,0.0,0.08,0.0
11690,GC,2003,Racing,Namco Bandai Games,R: Racing Evolution,0.06,0.02,0.0,0.0,0.08,0.0
11691,Wii,2009,Misc,Crave Entertainment,Crayola: Colorful Journey,0.07,0.0,0.0,0.01,0.08,0.0
11692,Wii,2009,Misc,Konami Digital Entertainment,Storybook Workshop,0.07,0.0,0.0,0.01,0.08,0.0
11693,PSP,2006,Sports,Sony Computer Entertainment,World Tour Soccer 06,0.07,0.0,0.0,0.01,0.08,0.0
11694,PS2,2004,Strategy,505 Games,Stella Deus: The Gate of Eternity,0.04,0.03,0.0,0.01,0.08,0.0
11695,XB,2004,Shooter,Gathering of Developers,Vietcong: Purple Haze,0.06,0.02,0.0,0.0,0.08,0.0
11696,GC,2003,Shooter,SCi,Conflict: Desert Storm,0.06,0.02,0.0,0.0,0.08,0.0
11697,DS,2007,Fighting,Namco Bandai Games,One Piece: Gear Spirit,0.0,0.0,0.08,0.0,0.08,0.0
11698,PS2,2007,Role-Playing,Namco Bandai Games,Tales of Fandom Vol.2,0.0,0.0,0.08,0.0,0.08,0.0
11699,DS,2010,Puzzle,PlayV,Titanic Mystery,0.05,0.02,0.0,0.01,0.08,0.0
11700,Wii,2008,Misc,Nintendo,Minna no Joushiki Ryoku TV,0.0,0.0,0.08,0.0,0.08,0.0
11701,PS2,2002,Strategy,Tecmo Koei,P.T.O. IV: Pacific Theater of Operations,0.04,0.03,0.0,0.01,0.08,0.0
11702,PS3,2009,Racing,Sony Computer Entertainment,WipEout HD Fury,0.0,0.06,0.0,0.02,0.08,0.0
11703,PSV,2014,Role-Playing,Compile Heart,Genkai Totsuki Moero Chronicle,0.0,0.0,0.08,0.0,0.08,0.0
11704,PC,2015,Action,Konami Digital Entertainment,Metal Gear Solid V: The Phantom Pain,0.0,0.07,0.0,0.0,0.08,0.0
11705,PS3,2008,Strategy,Aqua Plus,Tears to Tiara: Garland of the Earth,0.0,0.0,0.08,0.0,0.08,0.0
11706,PS3,2016,Sports,Electronic Arts,Madden NFL 17,0.05,0.01,0.0,0.01,0.08,0.0
11707,DS,2006,Misc,Ubisoft,Mind Quiz: Your Brain Coach,0.0,0.0,0.08,0.0,0.08,0.0
11708,X360,2011,Racing,Ubisoft,WRC 2: FIA World Rally Championship,0.0,0.06,0.0,0.01,0.08,0.0
11709,PSP,2005,Sports,Deep Silver,The Hustle: Detroit Streets,0.07,0.0,0.0,0.01,0.08,0.0
11710,GBA,2004,Platform,Global Star,Codename: Kids Next Door: Operation S.O.D.A.,0.05,0.02,0.0,0.0,0.08,0.0
11711,XB,2006,Shooter,Ubisoft,Far Cry Instincts Evolution,0.06,0.02,0.0,0.0,0.08,0.0
11712,XB,2004,Misc,Crave Entertainment,Pinball Hall of Fame: The Gottlieb Collection,0.06,0.02,0.0,0.0,0.08,0.0
11713,PSP,2012,Role-Playing,Spike,Conception: Please Give Birth to My Child!,0.0,0.0,0.08,0.0,0.08,0.0
11714,PSV,2015,Sports,Bigben Interactive,WRC 5: FIA World Rally Championship,0.0,0.06,0.0,0.02,0.08,0.0
11715,Wii,2011,Sports,DTP Entertainment,Winter Sports 2011,0.0,0.06,0.0,0.01,0.08,0.0
11716,GBA,2002,Shooter,Zoo Digital Publishing,Medal of Honor: Underground,0.05,0.02,0.0,0.0,0.08,0.0
11717,Wii,2008,Role-Playing,Rising Star Games,Baroque,0.07,0.0,0.0,0.0,0.08,0.0
11718,2600,1987,Sports,Atari,Super Football,0.07,0.0,0.0,0.0,0.08,0.0
11719,PS3,2011,Misc,Namco Bandai Games,The Idolmaster: Gravure For You! Vol. 3,0.0,0.0,0.08,0.0,0.08,0.0
11720,DS,2009,Misc,DreamCatcher Interactive,Learn Geography,0.07,0.0,0.0,0.01,0.08,0.0
11721,PC,2009,Role-Playing,DTP Entertainment,Divinity II: Ego Draconis,0.01,0.05,0.0,0.01,0.08,0.0
11722,Wii,2008,Action,Nintendo,Disaster: Day of Crisis,0.0,0.03,0.04,0.0,0.08,0.0
11723,XB,2005,Platform,THQ,Scooby-Doo! Unmasked,0.06,0.02,0.0,0.0,0.08,0.0
11724,PS4,2015,Platform,Yacht Club Games,Shovel Knight,0.03,0.03,0.0,0.01,0.08,0.0
11725,PS3,2008,Racing,Activision,SCORE International Baja 1000: The Official Game,0.07,0.0,0.0,0.01,0.08,0.0
11726,GC,2002,Racing,BAM! Entertainment,Driven,0.06,0.02,0.0,0.0,0.08,0.0
11727,XB,2002,Action,THQ,Dynasty Warriors 3,0.06,0.02,0.0,0.0,0.08,0.0
11728,DS,2008,Misc,Ubisoft,My Fun Facts Coach,0.07,0.0,0.0,0.01,0.08,0.0
11729,DS,2006,Action,Electronic Arts,Superman Returns,0.07,0.0,0.0,0.01,0.08,0.0
11730,DS,2011,Sports,Konami Digital Entertainment,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,0.0,0.0,0.08,0.0,0.08,0.0
11731,3DS,2012,Action,Alchemist,Nicola Kanshuu: Model Oshare * Audition Platina,0.0,0.0,0.08,0.0,0.08,0.0
11732,Wii,2008,Action,Activision,Kung Fu Panda: Legendary Warriors,0.07,0.0,0.0,0.0,0.08,0.0
11733,XB,2004,Misc,Codemasters,MTV Music Generator 3: This Is the Remix,0.06,0.02,0.0,0.0,0.08,0.0
11734,PSP,2011,Fighting,Konami Digital Entertainment,Fairy Tail: Portable Guild 2,0.0,0.0,0.08,0.0,0.08,0.0
11735,PS4,2015,Role-Playing,Tecmo Koei,Yoru no Nai Kuni,0.0,0.0,0.08,0.0,0.08,0.0
11736,DS,2007,Sports,Atari,Backyard NBA Basketball,0.07,0.0,0.0,0.01,0.07,0.0
11737,PS,1998,Role-Playing,Locus,Wizardry: Llylgamyn Saga,0.0,0.0,0.07,0.0,0.07,0.0
11738,Wii,2009,Misc,Data Design Interactive,Party Pigs: Farmyard Games,0.07,0.0,0.0,0.0,0.07,0.0
11739,PS2,2008,Fighting,Namco Bandai Games,Kinnikuman Muscle Grand Prix Max 2: Tokumori,0.0,0.0,0.07,0.0,0.07,0.0
11740,SAT,1994,Racing,Sega,Gale Racer,0.0,0.0,0.07,0.0,0.07,0.0
11741,PS2,2005,Misc,RedOctane,In The Groove,0.04,0.03,0.0,0.01,0.07,0.0
11742,PS,1995,Adventure,Psygnosis,Myst,0.0,0.0,0.07,0.0,0.07,0.0
11743,DS,2010,Misc,THQ,Beat City,0.07,0.0,0.0,0.01,0.07,0.0
11744,PS4,2016,Platform,Capcom,Mega Man Legacy Collection,0.06,0.0,0.0,0.01,0.07,0.0
11745,PSV,2012,Adventure,Namco Bandai Games,AKB1/149: Love Election,0.0,0.0,0.07,0.0,0.07,0.0
11746,Wii,2008,Fighting,Takara Tomy,Naruto Shippuden: Gekito Ninja Taisen! EX 3,0.0,0.0,0.07,0.0,0.07,0.0
11747,PSP,2010,Adventure,Sony Computer Entertainment,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,0.0,0.0,0.07,0.0,0.07,0.0
11748,PC,2009,Role-Playing,JoWood Productions,Torchlight,0.0,0.06,0.0,0.02,0.07,0.0
11749,X360,2008,Sports,RTL,Winter Sports 2: The Next Challenge,0.06,0.01,0.0,0.01,0.07,0.0
11750,PS2,2002,Role-Playing,Taito,Magic Pengel: The Quest for Color,0.04,0.03,0.0,0.01,0.07,0.0
11751,2600,1987,Sports,Atari,Super Baseball,0.07,0.0,0.0,0.0,0.07,0.0
11752,PS3,2011,Sports,Konami Digital Entertainment,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0.0,0.0,0.07,0.0,0.07,0.0
11753,SCD,1994,Racing,Sega,Formula One World Championship: Beyond the Limit,0.0,0.0,0.07,0.0,0.07,0.0
11754,DS,2010,Adventure,Idea Factory,Hakuouki DS,0.0,0.0,0.07,0.0,0.07,0.0
11755,PS,1997,Puzzle,Capcom,Buster Bros. Collection,0.04,0.03,0.0,0.0,0.07,0.0
11756,PSP,2006,Misc,Sega,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,0.0,0.0,0.07,0.0,0.07,0.0
11758,PS2,2003,Platform,SCi,Futurama,0.04,0.03,0.0,0.01,0.07,0.0
11759,3DS,2014,Role-Playing,Rocket Company,Medabots 8,0.0,0.0,0.07,0.0,0.07,0.0
11760,PS3,2008,Shooter,Activision,The History Channel: Battle for the Pacific,0.07,0.0,0.0,0.01,0.07,0.0
11761,GBA,2004,Platform,Nintendo,Famicom Mini: Hikari Shinwa: Palutena no Kagami,0.0,0.0,0.07,0.0,0.07,0.0
11762,XB,2003,Platform,Ubisoft,Rayman 3: Hoodlum Havoc,0.06,0.02,0.0,0.0,0.07,0.0
11763,DS,2009,Adventure,Ackkstudios,Again,0.07,0.0,0.0,0.0,0.07,0.0
11764,PSP,2010,Misc,Hudson Soft,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,0.0,0.0,0.07,0.0,0.07,0.0
11765,Wii,2012,Misc,505 Games,Zumba Fitness Core,0.0,0.07,0.0,0.01,0.07,0.0
11766,PSV,2015,Role-Playing,Tecmo Koei,Yoru no Nai Kuni,0.0,0.0,0.07,0.0,0.07,0.0
11767,PS3,2011,Action,Activision,Generator Rex: Agent of Providence,0.05,0.01,0.0,0.01,0.07,0.0
11768,PS3,2011,Racing,Konami Digital Entertainment,Jimmie Johnson's Anything With an Engine,0.07,0.0,0.0,0.01,0.07,0.0
11769,GBA,2002,Platform,Capcom,Super Ghouls 'n Ghosts,0.05,0.02,0.0,0.0,0.07,0.0
11770,PS,2000,Fighting,Midas Interactive Entertainment,Boxing,0.04,0.03,0.0,0.0,0.07,0.0
11771,PS,1996,Sports,Midway Games,NHL Open Ice,0.04,0.03,0.0,0.0,0.07,0.0
11772,DS,2011,Puzzle,GSP,Jewel Link Chronicles: Legend of Athena,0.0,0.06,0.0,0.01,0.07,0.0
11773,PSP,2005,Action,Namco Bandai Games,Gundam Battle Tactics,0.0,0.0,0.07,0.0,0.07,0.0
11774,3DS,2013,Adventure,Success,Touch Detective: Nameko Shigeru,0.0,0.0,0.07,0.0,0.07,0.0
11775,3DS,2015,Misc,Namco Bandai Games,Aikatsu! My No.1 Stage!,0.0,0.0,0.07,0.0,0.07,0.0
11776,PS2,2001,Action,Sony Computer Entertainment,Sky Gunner,0.04,0.03,0.0,0.01,0.07,0.0
11777,DS,2011,Puzzle,Crave Entertainment,Santa Claus Is Comin' to Town!,0.07,0.0,0.0,0.01,0.07,0.0
11778,XB,2006,Action,Ubisoft,And1 Streetball,0.06,0.02,0.0,0.0,0.07,0.0
11779,GC,2003,Strategy,Activision,Gladius,0.06,0.01,0.0,0.0,0.07,0.0
11780,3DS,2015,Action,Little Orbit,Adventure Time: Finn & Jake Investigations,0.02,0.05,0.0,0.01,0.07,0.0
11781,3DS,2015,Fighting,Screenlife,Kenka Banchou 6: Soul & Blood,0.0,0.0,0.07,0.0,0.07,0.0
11782,DS,2011,Puzzle,O-Games,Jewel Time Deluxe,0.04,0.03,0.0,0.01,0.07,0.0
11783,DS,2009,Simulation,505 Games,Picture Perfect Hair Salon,0.07,0.0,0.0,0.01,0.07,0.0
11784,PSV,2013,Action,Tecmo Koei,Warriors Orochi 3,0.0,0.0,0.07,0.0,0.07,0.0
11785,PSV,2013,Adventure,Kadokawa Shoten,PhotoKano,0.0,0.0,0.07,0.0,0.07,0.0
11786,SAT,1997,Adventure,Warp,Real Sound: Kaze no Riguretto,0.0,0.0,0.07,0.0,0.07,0.0
11787,PSV,2013,Sports,Sega,Soccer Tsuku: Pro Soccer Club o Tsukurou!,0.0,0.0,0.07,0.0,0.07,0.0
11788,PSP,2012,Role-Playing,Namco Bandai Games,Summon Night 4,0.0,0.0,0.07,0.0,0.07,0.0
11789,PS3,2007,Role-Playing,Ghostlight,Record of Agarest War,0.0,0.03,0.03,0.01,0.07,0.0
11790,DS,2009,Puzzle,Codemasters,Overlord: Minions,0.07,0.0,0.0,0.01,0.07,0.0
11791,DS,2005,Puzzle,Sega,The Rub Rabbits!,0.03,0.0,0.04,0.0,0.07,0.0
11792,DS,2008,Puzzle,Zoo Games,Margot's Word Brain,0.07,0.0,0.0,0.01,0.07,0.0
11793,PS3,2013,Fighting,Namco Bandai Games,Saint Seiya: Brave Soldiers,0.0,0.01,0.06,0.0,0.07,0.0
11794,PC,2011,Simulation,Electronic Arts,The Sims 3: Barnacle Bay,0.07,0.0,0.0,0.01,0.07,0.0
11795,GBA,2005,Shooter,Konami Digital Entertainment,Winx Club,0.05,0.02,0.0,0.0,0.07,0.0
